required_skill,course_id,course_name,institution,average_rating,review_count
Project Management,business-transformation-google-cloud,business transformation with google cloud,google cloud,4.709090909090909,165
Project Management,construction-project-management,construction project management,columbia university,4.738666666666667,750
Project Management,corporate-commercial-law-part1,corporate & commercial law i: contracts & employment law,university of illinois at urbana-champaign,4.825581395348837,86
Project Management,initiating-planning,engineering project management: initiating and planning,rice university,4.72972972972973,370
Project Management,project-execution,project execution,"university of california, irvine",3.647058823529412,17
Project Management,project-management,project launch,"university of california, irvine",4.361111111111111,36
Project Management,project-planning,initiating and planning projects,"university of california, irvine",4.6835128417564205,2414
Project Management,project-planning-1,project planning,"university of california, irvine",4.315789473684211,19
Project Management,project-risk-management,managing project risks and changes,"university of california, irvine",4.749152542372881,590
Project Management,schedule-projects,budgeting and scheduling projects,"university of california, irvine",4.689450222882615,673
Project Management,uva-darden-project-management,fundamentals of project planning and management,university of virginia,4.7606330365974285,1011
Teamwork,drug-commercialization,drug commercialization,university of california san diego,4.588235294117647,136
Teamwork,finance-for-non-finance,finance for non-finance professionals,rice university,4.805921052631579,304
Teamwork,introduction-blockchain-technologies,introduction to blockchain technologies,insead,4.699275362318841,276
Teamwork,oilandgas,oil & gas industry operations and markets,duke university,4.811860940695296,978
Teamwork,teamwork-skills-effective-communication,teamwork skills: communicating effectively in groups,university of colorado boulder,4.770114942528736,435
Business Acumen,accounting-analytics,accounting analytics,university of pennsylvania,4.3549160671462825,417
Business Acumen,brand,"brand management: aligning business, brand and behaviour",london business school,4.895055499495459,991
Business Acumen,company-future-management,managing the company of the future,london business school,4.849791376912378,719
Business Acumen,design-strategy,design-led strategy: design thinking for business strategy and entrepreneurship,the university of sydney,4.603174603174603,126
Business Acumen,duke-behavioral-finance,behavioral finance,duke university,4.092198581560283,564
Business Acumen,intro-business-analytics,introduction to business analytics: communicating with data,university of illinois at urbana-champaign,4.512195121951219,82
Business Acumen,organizational-behavior,international leadership and organizational behavior,università bocconi,4.819070904645477,409
Business Acumen,strategic-business-management-microeconomics,strategic business management - microeconomics,"university of california, irvine",4.7407407407407405,27
Business Acumen,uva-darden-foundations-business-strategy,foundations of business strategy,university of virginia,4.7825,400
Business Acumen,wharton-financial-accounting,more introduction to financial accounting,university of pennsylvania,4.8,85
Business Acumen,wharton-people-analytics,people analytics,university of pennsylvania,4.487745098039215,816
Storytelling,classical-sociological-theory,classical sociological theory,university of amsterdam,4.8604651162790695,473
Storytelling,sleep,"sleep: neurobiology, medicine, and society",university of michigan,4.701492537313433,67
Storytelling,transmedia-storytelling,"transmedia storytelling: narrative worlds, emerging technologies, and global audiences",unsw sydney (the university of new south wales),4.701863354037267,161
Storytelling,vlsi-cad-logic,vlsi cad part i: logic,university of illinois at urbana-champaign,4.712121212121212,66
Storytelling,wharton-success,success,university of pennsylvania,4.900826446280992,242
Iterative Development,agile-atlassian-jira,agile with atlassian jira,atlassian,4.649532710280374,642
Iterative Development,uva-darden-agile-testing,hypothesis-driven development,university of virginia,4.454545454545454,88
Iterative Development,uva-darden-getting-started-agile,agile meets design thinking,university of virginia,4.7473867595818815,574
