Student ID,Student,Job Profession,Linguistic,Musical,Bodily,Logical Mathematical,Spatial Visualization,Interpersonal,Intrapersonal,Naturalist,Dominant Intelligence,Intelligence Score
S1,S1,Astronomer,11,5,12,16,17,11,18,19,Naturalist,19
